usage_id,customer_id,call_minutes,data_used_gb,sms_count,usage_date
11207,4342,190.29,40.35,363,2024-10-19
11208,5499,371.01,9.98,294,2025-04-18
11209,6503,380.34,82.86,487,2024-10-24
11210,5478,163.05,35.82,237,2024-07-07
11211,314,283.54,40.19,460,2024-11-28
11212,2145,34.32,36.16,220,2025-01-01
11213,1235,391.78,9.82,83,2024-11-30
11214,8985,69.73,89.66,68,2024-08-20
11215,2231,70.15,27.07,283,2025-01-06
11216,2875,190.43,77.18,275,2025-01-23
11217,6210,322.31,67.75,262,2024-05-29
11218,3795,132.88,80.7,338,2025-01-13
11219,4152,425.2,37.5,433,2024-11-12
11220,1689,13.14,58.79,70,2025-03-15
11221,8098,177.99,80.87,480,2025-03-04
11222,9706,91.8,16.84,468,2024-11-08
11223,2150,278.09,74.42,107,2025-04-29
11224,3134,329.73,99.49,66,2024-12-06
11225,173,428.54,92.03,147,2024-10-14
11226,1907,420.68,88.09,315,2024-10-06
11227,7892,172.76,52.64,310,2024-05-10
11228,3741,192.1,99.68,55,2024-08-11
11229,8495,240.99,32.93,288,2024-12-12
11230,5264,403.97,8.08,146,2024-04-30
11231,4912,69.15,28.83,337,2024-10-21
11232,2632,339.06,37.87,382,2025-04-16
11233,2251,284.82,58.29,464,2024-07-30
11234,4045,167.31,54.2,256,2024-11-20
11235,9475,118.01,66.72,409,2024-10-14
11236,6381,412.27,12.18,247,2024-05-13
11237,2947,426.42,11.02,3,2025-04-15
11238,996,278.64,36.01,437,2024-06-20
11239,8342,91.34,87.98,139,2024-10-15
11240,4371,279.98,4.42,134,2025-02-17
11241,4837,230.94,64.05,37,2024-12-05
11242,7561,83.18,89.61,87,2024-05-20
11243,8736,421.21,31.54,231,2024-12-08
11244,2950,42.58,27.94,182,2025-03-26
11245,2164,275.94,33.45,336,2025-01-13
11246,6139,278.69,85.61,117,2025-04-07
11247,2511,192.17,27.71,172,2025-04-29
11248,6034,104.95,3.89,112,2024-11-02
11249,5496,193.62,63.46,27,2025-01-08
11250,2090,347.83,80.58,390,2024-05-05
11251,9743,16.11,97.43,281,2024-06-01
11252,4408,137.31,90.87,254,2024-08-30
11253,7531,181.71,66.78,71,2025-01-18
11254,6818,433.53,69.42,462,2024-09-23
11255,4341,405.93,29.5,455,2025-04-12
11256,2475,7.75,98.16,303,2025-02-19
11257,4263,494.22,35.05,359,2025-01-26
11258,1813,381.91,42.49,51,2024-05-07
11259,801,142.31,82.63,465,2024-08-15
11260,3042,3.53,73.71,477,2024-08-31
11261,1549,279.45,28.76,19,2024-10-16
11262,7260,485.11,71.22,147,2025-01-03
11263,6469,137.05,93.84,481,2024-12-04
11264,8772,417.02,91.05,33,2024-06-24
11265,9708,462.13,41.45,342,2024-07-20
11266,4228,238.54,25.07,418,2024-05-19
11267,7492,162.51,54.94,177,2024-11-24
11268,3956,96.3,21.76,352,2024-07-13
11269,3703,330.77,53.84,68,2024-07-11
11270,6296,461.18,0.61,209,2024-06-25
11271,5678,474.72,59.67,226,2024-09-22
11272,3597,134.08,55.29,239,2024-12-25
11273,9295,457.58,46.45,187,2024-09-19
11274,4773,442.25,84.27,387,2025-02-02
11275,8412,390.37,68.44,173,2024-11-02
11276,2576,301.59,69.84,227,2024-12-21
11277,2997,78.6,75.19,385,2025-03-24
11278,9743,401.73,72.91,64,2024-11-30
11279,6015,359.6,62.64,400,2024-06-15
11280,4252,144.43,55.86,274,2024-09-17
11281,4,436.24,27.53,165,2024-06-16
11282,6106,85.14,49.27,22,2025-01-14
11283,9226,387.76,29.56,97,2025-02-09
11284,5929,441.88,69.29,180,2025-01-03
11285,9640,472.95,3.07,226,2024-07-04
11286,4143,247.94,48.14,136,2025-02-21
11287,922,345.24,50.72,474,2025-01-03
11288,8772,267.89,64.87,389,2024-09-08
11289,1037,84.02,28.95,160,2024-08-15
11290,9082,493.56,37.69,120,2024-07-19
11291,9101,228.84,22.65,498,2024-09-27
11292,9705,95.25,6.59,223,2024-05-27
11293,3025,32.4,64.73,267,2025-03-28
11294,4604,347.97,87.18,98,2025-04-25
11295,62,172.59,89.4,72,2024-10-28
11296,2594,418.36,66.3,297,2025-02-08
11297,5114,226.44,63.74,89,2024-11-29
11298,4717,83.26,61.81,371,2024-11-09
11299,3157,277.22,62.63,4,2024-10-18
11300,2452,116.67,83.76,274,2025-02-20
11301,1377,40.78,53.19,438,2025-02-18
11302,4541,169.72,93.2,373,2025-04-09
11303,228,258.92,80.38,235,2024-09-22
11304,3191,123.28,80.58,248,2024-11-15
11305,6287,413.82,16.67,150,2024-12-11
11306,1658,417.83,35.11,6,2024-05-10
11307,2900,244.13,33.73,57,2024-07-02
11308,3616,155.06,91.63,229,2024-07-02
11309,3576,267.52,54.12,401,2024-09-12
11310,3751,142.59,53.67,281,2024-06-29
11311,8816,165.36,74.77,335,2024-06-12
11312,6756,456.14,73.71,27,2025-04-21
11313,2656,352.58,81.15,78,2024-06-15
11314,3861,44.35,22.68,149,2025-04-26
11315,6860,124.2,9.74,224,2024-07-20
11316,1687,387.95,67.87,495,2024-10-04
11317,8246,169.14,67.26,253,2024-11-08
11318,5523,196.3,42.2,313,2025-03-31
11319,8597,169.48,72.05,65,2024-07-28
11320,639,211.86,22.77,350,2024-09-18
11321,8212,177.35,10.17,41,2024-09-04
11322,9422,197.76,92.23,448,2024-11-02
11323,6283,405.93,95.37,330,2025-03-30
11324,4218,95.42,5.29,259,2024-06-07
11325,1389,408.84,34.3,164,2025-01-24
11326,5342,424.79,12.92,49,2025-01-28
11327,5893,234.33,99.22,86,2024-07-15
11328,2081,178.51,78.68,239,2025-01-09
11329,9157,126.95,55.78,356,2025-01-27
11330,1993,468.98,12.95,185,2025-04-02
11331,4634,273.57,80.14,93,2024-10-18
11332,7609,339.66,60.31,272,2024-09-17
11333,7896,469.11,98.55,216,2025-01-22
11334,7463,204.27,10.64,44,2025-01-08
11335,974,346.2,94.3,295,2024-09-01
11336,6428,376.91,1.47,445,2024-08-30
11337,8434,95.13,32.11,226,2024-08-25
11338,9042,464.48,17.95,334,2024-12-01
11339,8464,495.06,99.61,157,2025-04-30
11340,2893,78.15,17.57,487,2024-10-29
11341,6316,454.33,44.26,400,2024-10-17
11342,9284,490.61,99.47,421,2024-06-12
11343,7165,314.57,48.78,312,2024-06-13
11344,6870,195.54,7.88,438,2025-03-15
11345,2638,345.1,66.17,227,2024-05-17
11346,4689,252.95,52.23,159,2025-02-08
11347,3176,51.42,27.95,277,2024-06-10
11348,9504,401.43,17.86,409,2024-08-24
11349,5362,473.98,88.33,135,2024-09-26
11350,6946,406.6,52.73,304,2024-08-05
11351,3321,459.84,66.33,391,2024-08-30
11352,9739,340.45,64.21,70,2025-02-02
11353,7020,96.67,13.86,241,2024-05-22
11354,4684,228.91,37.04,127,2024-10-16
11355,6427,416.05,29.52,117,2024-10-22
11356,7197,426.98,6.39,412,2025-01-15
11357,9399,493.65,35.3,292,2024-09-14
11358,3680,354.34,11.57,480,2025-01-01
11359,8678,314.33,82.94,190,2024-12-28
11360,7857,284.55,88.78,141,2024-05-07
11361,9764,142.37,13.22,65,2025-01-31
11362,6988,467.99,23.98,9,2024-08-31
11363,3484,373.07,1.34,43,2024-12-22
11364,9458,115.56,35.0,456,2025-01-23
11365,9187,235.9,80.93,163,2024-12-10
11366,3925,4.35,89.66,326,2024-09-02
11367,4599,17.96,37.68,396,2024-08-08
11368,4575,480.71,84.4,180,2024-11-14
11369,4899,141.45,2.03,341,2024-10-02
11370,2305,285.65,35.65,216,2024-09-24
11371,1664,208.24,1.51,73,2024-06-20
11372,4512,31.08,50.89,263,2024-08-18
11373,724,35.31,64.54,443,2025-03-10
11374,6445,38.09,63.21,460,2024-11-12
11375,3242,138.96,96.48,376,2024-11-02
11376,6129,244.88,80.2,5,2025-01-18
11377,4606,292.04,69.76,135,2024-07-29
11378,5473,75.81,4.21,220,2025-02-07
11379,1089,361.51,63.6,356,2024-05-22
11380,9586,183.98,13.12,165,2025-04-03
11381,314,72.13,93.32,334,2025-04-17
11382,7892,464.06,57.93,35,2024-09-10
11383,9663,129.98,96.14,181,2024-11-25
11384,5628,339.03,78.26,420,2024-05-24
11385,8720,420.15,94.46,394,2024-08-06
11386,9045,458.85,45.6,115,2024-11-23
11387,9419,224.39,20.53,36,2024-09-24
11388,7972,368.83,27.87,0,2024-09-12
11389,1942,178.95,58.95,33,2024-08-22
11390,7598,229.7,5.23,224,2024-12-19
11391,8467,380.6,37.64,130,2024-11-01
11392,7895,401.71,5.4,164,2025-03-31
11393,6601,220.69,20.39,452,2025-03-06
11394,6105,282.05,48.2,120,2024-08-30
11395,1069,275.71,71.59,490,2025-03-08
11396,5302,91.55,65.01,9,2024-10-27
11397,8868,344.82,53.81,316,2024-08-22
11398,5301,300.99,16.01,90,2025-02-02
11399,4593,156.79,28.61,107,2024-07-31
11400,4026,15.91,46.08,257,2024-12-05
11401,444,360.03,61.35,170,2024-11-02
11402,236,17.06,37.56,29,2024-08-07
11403,3629,237.41,7.76,444,2025-02-13
11404,9131,193.18,14.12,262,2024-08-17
11405,4295,394.03,6.41,433,2024-09-04
11406,1829,342.04,51.74,180,2024-12-10
11407,7704,205.48,98.75,412,2024-06-11
11408,3300,392.21,20.54,329,2025-01-31
11409,2293,362.08,87.28,453,2024-12-14
11410,7385,127.41,90.24,382,2024-10-25
11411,3099,402.1,29.76,248,2024-06-15
11412,7745,479.33,17.61,145,2025-02-21
11413,7173,49.56,33.77,369,2024-11-27
11414,1288,218.32,90.87,421,2024-08-23
11415,3479,17.73,11.79,296,2025-03-24
11416,5876,60.16,17.24,364,2025-04-02
11417,4011,361.35,85.78,265,2024-12-30
11418,9350,93.85,13.41,317,2024-09-29
11419,5298,233.82,93.02,275,2024-08-05
11420,9161,130.52,4.07,163,2024-05-15
11421,5781,401.3,54.44,432,2025-04-16
11422,7729,319.69,75.3,413,2024-06-30
11423,8885,69.1,49.92,52,2024-05-09
11424,2327,436.34,48.06,317,2025-02-16
11425,2728,191.57,30.18,270,2024-12-23
11426,4540,125.39,14.58,7,2024-10-28
11427,7759,53.21,37.85,258,2025-03-11
11428,1833,351.04,1.8,72,2024-09-18
11429,3375,492.02,80.56,108,2024-06-17
11430,8116,106.46,92.73,431,2024-11-02
11431,3590,329.12,64.85,13,2024-12-17
11432,1715,388.1,16.49,100,2024-11-15
11433,1880,225.97,67.81,242,2024-06-29
11434,6857,390.29,74.62,327,2024-10-23
11435,7954,407.26,94.83,189,2024-07-25
11436,5026,415.46,78.59,448,2024-06-20
11437,209,411.64,57.67,162,2025-02-12
11438,2807,199.28,1.2,153,2024-08-19
11439,9314,429.02,58.31,350,2025-01-13
11440,4955,101.64,69.38,304,2024-11-18
11441,6115,195.94,56.88,253,2025-04-01
11442,4147,181.06,37.58,118,2024-07-31
11443,3370,402.07,86.44,64,2024-06-21
11444,7923,355.15,53.11,394,2024-09-18
11445,2470,118.1,3.98,444,2025-04-06
11446,6146,294.49,56.65,105,2024-10-17
11447,7184,370.56,8.44,139,2025-01-07
11448,9230,23.37,42.52,289,2024-09-25
11449,863,412.06,21.93,155,2024-10-31
11450,4059,218.5,42.41,399,2025-01-05
11451,1409,90.03,27.3,462,2024-09-25
11452,1981,245.27,25.56,364,2024-10-10
11453,9403,22.17,7.13,123,2025-03-09
11454,8604,12.3,61.19,154,2024-11-30
11455,4574,263.77,1.89,42,2024-10-14
11456,2187,209.08,45.85,299,2024-11-05
11457,1714,388.43,34.42,205,2024-09-25
11458,2557,145.48,62.92,354,2024-06-04
11459,225,445.52,1.16,466,2024-05-12
11460,5185,318.29,61.83,449,2024-05-26
11461,4490,54.66,8.04,455,2024-07-04
11462,1827,206.8,67.54,169,2025-01-18
11463,496,92.36,45.82,465,2024-11-14
11464,4800,297.4,57.24,184,2025-03-29
11465,609,96.05,92.04,181,2025-02-20
11466,4088,406.03,86.57,392,2024-09-07
11467,1163,238.24,4.81,326,2024-08-06
11468,7288,435.64,10.4,472,2024-07-05
11469,2392,110.25,81.32,431,2024-06-10
11470,3470,251.11,74.72,392,2024-06-05
11471,5644,61.99,58.28,139,2024-05-15
11472,6762,474.86,56.7,177,2024-05-11
11473,4316,150.16,41.11,51,2025-01-22
11474,3762,180.35,83.88,487,2024-12-31
11475,767,194.99,72.19,340,2024-11-10
11476,8720,370.03,13.19,290,2024-06-21
11477,6222,284.16,97.43,401,2025-01-05
11478,3231,16.46,45.27,281,2024-08-11
11479,6952,477.84,6.46,270,2025-04-18
11480,6921,372.91,47.08,301,2024-11-30
11481,1135,273.34,44.28,151,2025-03-18
11482,9020,18.31,55.67,173,2025-02-06
11483,9400,107.28,62.78,350,2024-05-08
11484,3883,458.8,70.97,356,2025-04-27
11485,2342,47.25,67.21,107,2024-11-14
11486,661,22.72,50.22,201,2024-09-24
11487,7442,415.19,59.25,32,2024-12-12
11488,1301,401.18,99.06,336,2024-06-19
11489,1002,30.23,1.27,139,2025-04-13
11490,3905,123.43,57.12,155,2025-01-09
11491,4610,469.67,17.22,386,2024-10-03
11492,6249,433.42,37.05,38,2025-02-24
11493,1307,59.88,2.83,350,2024-08-25
11494,4760,406.45,2.08,355,2024-06-10
11495,1865,195.08,39.98,486,2024-11-03
11496,8011,206.52,63.86,353,2024-07-14
11497,2379,267.8,30.41,231,2024-06-27
11498,5108,53.52,57.31,40,2024-07-12
11499,9052,218.88,15.7,23,2024-12-19
11500,8626,449.99,49.61,61,2025-03-20
11501,2816,215.38,72.93,365,2024-05-29
11502,4392,3.14,70.87,426,2024-08-19
11503,2176,238.65,17.63,398,2024-09-24
11504,5320,128.83,67.51,178,2024-05-04
11505,7779,492.02,35.05,344,2024-07-03
11506,3976,114.69,12.54,443,2025-03-26
11507,2098,387.06,73.28,379,2025-03-05
11508,4239,100.59,73.39,356,2024-10-18
11509,5603,342.37,33.08,262,2024-09-28
11510,3495,83.57,82.99,455,2025-04-12
11511,7019,386.08,65.54,105,2025-02-17
11512,2676,74.73,34.11,458,2024-12-30
11513,6110,473.05,91.67,147,2024-05-09
11514,4519,2.32,20.77,192,2025-01-15
11515,9150,120.29,63.56,383,2024-11-01
11516,9901,12.98,92.94,393,2024-12-22
11517,7780,123.82,85.38,53,2024-07-23
11518,6653,413.32,58.9,203,2024-05-05
11519,6426,154.92,84.84,206,2024-05-07
11520,3758,263.46,39.34,281,2025-01-27
11521,2444,146.27,74.62,375,2024-11-17
11522,3655,355.9,60.88,440,2024-07-21
11523,1254,190.21,63.69,167,2025-01-26
11524,2119,428.69,35.29,238,2024-12-07
11525,2809,244.93,31.44,117,2024-09-20
11526,2977,333.47,13.87,174,2024-10-24
11527,3524,210.24,59.87,92,2024-10-22
11528,1773,150.49,21.83,465,2024-07-15
11529,9333,285.23,38.21,165,2024-05-26
11530,3656,359.14,80.29,441,2024-11-19
11531,5942,283.09,88.7,284,2025-03-04
11532,8169,47.17,14.82,420,2024-12-08
11533,2199,390.8,26.8,43,2024-09-25
11534,2383,306.52,38.12,373,2024-12-20
11535,2391,161.83,80.95,425,2024-05-05
11536,612,156.17,79.16,399,2024-12-04
11537,7519,158.92,2.85,173,2024-06-25
11538,6991,108.52,48.55,416,2025-01-09
11539,2986,262.64,2.58,307,2025-01-04
11540,4299,492.98,97.42,19,2024-05-04
11541,1924,79.11,3.38,488,2025-04-16
11542,9296,286.32,73.46,230,2025-01-08
11543,1534,32.58,5.81,343,2024-09-26
11544,5693,345.02,1.28,229,2025-03-30
11545,4104,44.27,29.84,205,2024-10-22
11546,163,472.17,59.9,62,2024-12-11
11547,9744,39.32,3.12,176,2025-03-07
11548,5653,214.07,90.31,312,2025-03-08
11549,5816,112.25,51.94,287,2024-12-11
11550,4921,228.82,0.17,14,2025-04-24
11551,6350,151.68,13.53,491,2024-11-30
11552,1662,399.25,13.84,338,2024-10-11
11553,3667,130.51,53.72,272,2024-06-27
11554,1796,135.33,68.58,152,2024-06-17
11555,9935,328.15,20.43,63,2024-07-06
11556,549,241.03,46.49,29,2024-09-22
11557,6694,277.72,90.84,271,2025-04-06
11558,7576,82.81,87.66,49,2025-01-16
11559,5569,45.07,13.41,11,2024-07-13
11560,4637,337.79,89.28,324,2024-09-24
11561,6658,445.64,68.14,209,2024-07-07
11562,5568,81.22,66.91,220,2024-10-10
11563,1527,26.79,27.94,58,2024-06-13
11564,9488,464.5,99.93,99,2024-10-08
11565,402,28.03,27.13,224,2024-06-11
11566,2601,278.33,0.39,248,2024-09-19
11567,7461,454.12,15.77,76,2024-05-27
11568,3682,248.09,98.02,294,2024-11-13
11569,6351,225.12,47.64,289,2024-10-25
11570,1714,334.44,13.04,285,2024-10-07
11571,1838,331.57,15.89,458,2024-12-21
11572,1194,15.97,5.07,212,2024-05-15
11573,9313,484.95,60.82,18,2024-08-05
11574,9179,109.5,63.33,110,2024-07-20
11575,9394,191.32,91.81,335,2024-05-22
11576,565,191.68,85.24,296,2024-05-09
11577,9043,25.71,16.91,74,2025-03-11
11578,2059,394.27,90.79,81,2024-11-06
11579,739,132.8,35.59,297,2025-02-25
11580,969,25.13,21.25,204,2025-04-15
11581,9248,36.28,22.35,125,2025-01-10
11582,5783,251.45,39.55,3,2024-11-18
11583,8759,202.76,95.3,247,2025-01-01
11584,7687,444.06,1.54,294,2024-11-16
11585,1206,408.66,82.6,339,2024-08-20
11586,7330,485.61,35.26,19,2024-09-03
11587,2175,352.47,50.32,286,2024-10-23
11588,1279,225.6,31.48,120,2024-10-07
11589,5278,273.08,56.57,157,2025-03-05
11590,9688,273.62,73.7,340,2025-03-06
11591,365,433.62,97.09,315,2025-02-12
11592,6855,437.02,88.87,197,2024-08-22
11593,8514,481.88,60.44,36,2024-10-17
11594,9023,196.33,59.15,313,2024-07-29
11595,3608,439.6,94.3,312,2024-12-24
11596,2291,107.41,62.34,169,2024-08-13
11597,6711,319.17,72.16,115,2024-10-31
11598,390,163.68,11.36,281,2024-09-13
11599,2817,474.05,65.59,279,2024-11-26
11600,476,405.88,26.47,433,2024-09-28
11601,9318,309.84,49.02,280,2024-08-08
11602,1285,421.59,85.69,183,2024-11-27
11603,5933,89.1,51.02,365,2024-08-15
11604,9170,303.32,10.68,76,2024-12-10
11605,3904,210.0,11.96,151,2025-03-24
11606,2148,129.68,42.18,15,2024-12-24
11607,9091,386.57,43.68,405,2024-08-16
11608,3376,403.62,53.67,299,2024-11-26
11609,5871,308.31,84.22,391,2024-09-11
11610,9957,328.48,71.72,462,2024-08-07
11611,7477,107.15,90.03,303,2024-12-29
11612,2712,418.52,39.91,200,2025-04-29
11613,9815,328.72,43.8,133,2024-10-27
11614,5369,105.21,84.22,484,2024-05-24
11615,6375,210.72,80.27,28,2025-04-18
11616,7724,164.63,91.23,262,2025-02-10
11617,2137,142.28,38.83,79,2024-10-31
11618,6344,218.84,39.73,389,2024-05-07
11619,7019,269.18,39.37,189,2024-07-13
11620,9573,185.08,82.2,449,2024-10-12
11621,678,306.85,31.31,21,2025-04-17
11622,8509,216.76,83.47,174,2025-01-20
11623,6032,378.41,15.48,105,2025-01-03
11624,5566,337.01,78.45,140,2024-08-30
11625,412,29.04,48.28,33,2025-03-23
11626,201,113.25,65.42,305,2024-06-19
11627,39,471.69,39.45,91,2025-04-30
11628,8500,13.28,7.86,198,2024-06-14
11629,4241,48.81,11.13,183,2025-04-01
11630,9508,57.2,53.79,470,2024-05-22
11631,5671,451.54,61.0,69,2024-05-28
11632,8520,21.25,1.82,383,2025-01-24
11633,8232,338.02,88.86,257,2024-07-25
11634,4708,89.53,64.65,228,2024-10-15
11635,265,454.07,77.63,228,2024-07-28
11636,2764,68.83,88.36,142,2024-11-09
11637,6334,189.68,65.73,89,2024-08-02
11638,281,389.42,40.46,409,2024-11-14
11639,2640,98.37,20.95,427,2024-09-05
11640,389,188.83,1.78,47,2024-06-03
11641,4537,381.91,6.44,394,2024-05-31
11642,2928,331.27,53.68,319,2024-10-16
11643,9710,22.15,76.22,420,2025-04-09
11644,2987,87.68,54.57,48,2024-06-22
11645,6090,382.36,10.78,440,2025-02-11
11646,1853,355.44,75.06,103,2025-01-05
11647,938,46.32,7.15,267,2024-12-14
11648,2899,427.85,75.63,133,2024-11-19
11649,2156,366.59,6.09,200,2025-03-10
11650,1378,124.31,91.32,72,2025-03-10
11651,5191,425.94,1.18,308,2024-09-21
11652,1959,117.36,11.62,432,2024-10-26
11653,3332,276.21,5.94,101,2025-04-02
11654,5206,130.87,72.64,84,2025-04-04
11655,2913,280.06,19.22,86,2025-01-04
11656,659,479.25,14.74,177,2024-07-20
11657,2123,382.73,47.73,137,2024-07-25
11658,758,480.8,55.37,210,2025-01-13
11659,7973,49.57,2.41,403,2024-10-10
11660,8604,487.01,38.25,139,2024-08-19
11661,4615,105.35,90.82,202,2024-10-23
11662,7267,337.94,67.08,376,2025-01-12
11663,9105,149.24,92.37,19,2024-12-14
11664,9090,279.07,92.35,304,2024-12-16
11665,8547,105.77,11.89,293,2024-12-17
11666,1215,0.28,43.74,339,2024-09-22
11667,3258,31.25,14.26,408,2025-03-25
11668,7782,463.89,34.22,116,2025-03-17
11669,8695,256.98,36.4,90,2024-12-01
11670,7668,190.6,4.4,450,2024-10-14
11671,4941,318.04,74.95,313,2024-06-16
11672,8274,407.15,70.87,97,2024-05-29
11673,4686,389.07,10.67,443,2025-04-01
11674,2890,250.15,19.66,79,2024-11-01
11675,1973,362.53,71.16,341,2024-11-18
11676,2637,281.3,90.92,322,2024-12-25
11677,9979,319.22,42.2,231,2025-02-10
11678,721,291.94,53.22,383,2024-09-16
11679,3255,266.08,61.72,231,2024-07-26
11680,7986,210.86,17.94,281,2024-11-19
11681,7478,206.21,65.5,7,2025-02-08
11682,301,362.94,29.92,70,2024-12-31
11683,108,84.52,35.32,488,2024-08-19
11684,5386,308.17,6.11,357,2024-11-02
11685,8195,400.96,3.28,356,2024-05-11
11686,988,205.55,85.86,167,2025-02-06
11687,4153,453.92,7.23,368,2025-01-16
11688,6608,53.79,34.68,401,2024-10-18
11689,293,208.76,99.91,170,2025-03-17
11690,6175,399.55,90.25,119,2025-04-13
11691,2256,112.19,4.26,419,2024-07-25
11692,5738,485.92,28.78,61,2024-11-18
11693,766,176.57,34.71,58,2025-01-13
11694,3649,156.0,59.43,458,2024-10-05
11695,681,70.09,3.77,80,2024-12-11
11696,8212,18.66,67.29,271,2025-02-11
11697,285,277.25,17.76,104,2024-05-20
11698,5901,49.91,8.25,330,2024-05-02
11699,9355,0.49,41.2,416,2025-01-16
11700,9321,385.47,47.68,88,2025-03-17
11701,9209,187.15,90.74,92,2025-04-17
11702,4524,300.87,63.31,476,2024-12-20
11703,7374,241.0,33.92,337,2024-05-22
11704,7302,457.57,78.6,209,2024-12-11
11705,8490,281.33,79.51,247,2024-12-26
11706,8417,113.68,41.57,169,2024-08-11
11707,5078,226.23,89.7,256,2025-01-16
11708,635,35.31,65.03,106,2024-07-12
11709,5427,74.97,5.76,209,2025-01-12
11710,7600,447.87,64.45,128,2024-09-03
11711,6671,297.55,86.07,70,2024-11-30
11712,6660,159.88,58.12,402,2024-12-11
11713,9281,364.61,6.79,191,2024-08-25
11714,5993,409.94,60.98,248,2025-01-07
11715,9432,79.47,66.57,388,2025-04-27
11716,8200,381.71,80.96,352,2024-08-10
11717,6418,144.46,74.24,204,2024-11-28
11718,9689,499.1,72.38,415,2024-06-20
11719,1021,437.5,50.82,197,2025-03-13
11720,7593,214.87,59.82,436,2024-11-01
11721,6368,121.59,71.75,349,2024-08-30
11722,3949,312.13,74.34,148,2024-12-14
11723,75,191.95,80.13,274,2024-12-20
11724,5159,283.76,24.4,38,2024-05-31
11725,8164,95.31,62.16,169,2025-02-13
11726,7184,202.33,26.66,454,2024-05-17
11727,4992,15.69,37.82,242,2024-12-07
11728,3414,166.21,95.59,48,2024-06-10
11729,2177,481.73,37.46,54,2024-11-22
11730,644,17.46,40.85,269,2024-12-22
11731,2918,108.92,67.46,347,2024-08-14
11732,2990,277.06,45.85,51,2024-07-13
11733,7462,334.88,24.18,178,2025-02-12
11734,394,426.29,71.66,29,2024-10-07
11735,6919,140.75,56.49,298,2024-06-07
11736,1491,209.73,93.3,268,2024-10-22
11737,6745,72.33,92.79,288,2024-11-23
11738,1179,444.01,32.92,211,2024-06-15
11739,4747,307.94,54.1,493,2024-09-02
11740,9120,132.26,43.51,52,2025-02-16
11741,4881,418.71,65.98,278,2025-01-03
11742,8045,116.18,99.63,74,2024-05-16
11743,343,115.24,72.47,451,2024-05-17
11744,3743,35.54,94.2,225,2025-04-27
11745,1722,23.71,35.07,65,2024-09-13
11746,8748,464.58,61.8,37,2024-06-11
11747,8082,196.01,91.12,100,2024-10-18
11748,8226,343.74,17.81,310,2024-12-14
11749,3343,268.09,38.62,421,2025-01-29
11750,8060,152.58,68.41,448,2024-10-22
11751,6090,393.46,58.57,230,2024-10-22
11752,2735,432.69,76.13,399,2025-01-03
11753,8613,425.31,73.0,15,2024-09-24
11754,4127,493.37,89.38,373,2024-07-10
11755,9093,363.16,76.36,122,2025-02-08
11756,8675,49.69,34.44,361,2024-10-17
11757,1215,67.84,7.82,239,2024-08-09
11758,2387,272.99,99.58,194,2025-04-05
11759,6846,486.81,8.32,35,2024-06-05
11760,3144,75.62,91.17,440,2025-01-18
11761,6188,122.55,52.17,339,2024-08-03
11762,5195,499.68,52.32,224,2024-10-04
11763,9656,124.72,73.4,178,2024-11-30
11764,6001,234.91,18.14,22,2024-09-06
11765,5797,73.5,53.59,245,2025-03-15
11766,9694,468.93,83.45,431,2024-08-11
11767,7604,103.41,54.79,403,2024-09-02
11768,3293,30.13,30.03,437,2024-07-11
11769,1030,59.44,55.44,60,2024-09-08
11770,4828,208.25,93.69,23,2024-10-25
11771,1374,190.02,8.64,122,2024-07-17
11772,4518,383.22,31.86,176,2025-01-12
11773,9788,461.68,25.37,149,2024-05-20
11774,5447,341.65,46.42,76,2024-12-16
11775,8640,365.72,47.36,352,2025-03-14
11776,1111,217.56,26.14,123,2024-12-15
11777,6906,79.43,98.13,107,2024-11-22
11778,5996,33.19,62.82,352,2024-11-20
11779,193,468.63,27.86,390,2025-03-13
11780,3233,182.98,27.71,315,2024-07-07
11781,2788,364.44,92.49,376,2024-06-08
11782,3580,396.39,20.97,409,2024-12-14
11783,1070,135.92,14.12,161,2025-01-03
11784,8677,37.15,79.24,361,2024-08-04
11785,6189,225.49,47.74,320,2025-03-06
11786,8688,467.39,71.18,154,2025-03-14
11787,8071,191.91,1.06,161,2025-01-10
11788,8496,149.32,10.5,209,2024-07-10
11789,3852,217.14,53.34,466,2024-08-27
11790,5775,46.55,17.53,82,2024-10-07
11791,9646,414.53,29.86,20,2024-09-30
11792,5188,489.51,50.8,360,2024-06-25
11793,1101,222.05,32.7,266,2024-05-20
11794,8747,459.16,18.44,77,2025-02-13
11795,2700,331.48,42.83,101,2025-04-02
11796,5147,26.23,72.45,187,2025-02-13
11797,7518,438.23,64.32,208,2024-09-16
11798,2953,314.96,39.36,263,2024-11-24
11799,9278,286.13,31.32,373,2024-06-24
11800,6178,461.47,79.36,25,2024-07-05
11801,419,496.25,79.6,481,2025-02-09
11802,2613,417.15,29.15,8,2024-08-15
11803,5974,29.42,87.05,260,2024-09-04
11804,6887,204.14,21.76,480,2025-04-22
11805,6819,195.99,85.96,256,2024-09-28
11806,75,327.83,81.31,271,2024-12-12
11807,1944,181.83,67.65,315,2024-09-22
11808,6643,109.09,73.01,476,2025-01-29
11809,8285,496.1,37.39,470,2024-12-08
11810,471,481.61,45.67,154,2024-09-06
11811,5631,268.42,24.44,326,2024-06-15
11812,868,481.82,89.5,106,2024-09-21
11813,1759,58.77,46.76,12,2025-03-01
11814,2341,63.34,13.28,1,2024-09-15
11815,7154,497.78,70.37,41,2024-10-29
